,artist_name,track_name,track_id,popularity,explicit,year_song,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
839,Rod Wave,Dark Clouds,1FLUX6MqcPZJdRAtuEMd61,66,True,2019,0.227,0.708,169482,0.593,0.0,4,0.0917,-10.082,0,0.262,169.893,4,0.408
840,Luke Combs,Reasons,4T6QFouj6rIQObxgwt9ELL,67,False,2019,0.0561,0.455,224293,0.851,1.91e-05,6,0.264,-4.74,1,0.0418,84.944,4,0.667
841,Labrinth,All For Us - from the HBO Original Series Euphoria,10hMM5nsZQf66ldBlgWBfG,72,False,2019,0.0165,0.348,192987,0.652,0.000264,3,0.33,-7.145,1,0.0931,70.956,4,0.172
842,Farruko,La Cartera,1g2Z2lOrwayOzDqOc8EfbR,76,False,2019,0.0385,0.771,289907,0.796,9.35e-06,10,0.218,-4.106,0,0.0798,87.985,4,0.636
843,Brooks & Dunn,Neon Moon - with Kacey Musgraves,3lVPtkNFoIyPPGVdNri4VH,67,False,2019,0.167,0.645,278200,0.552,2.33e-05,3,0.0718,-7.623,1,0.033,102.881,4,0.214
844,Jackson Michelson,Stay Over,6YJY9l59OBxy3UKSeplf2q,67,False,2019,0.0446,0.597,183813,0.798,0.0,0,0.121,-5.163,1,0.0319,142.011,4,0.686
845,NLE Choppa,Side,0E4Xd8ILklQJzF1xJBTdGK,68,True,2019,0.0183,0.506,148076,0.593,0.0,8,0.213,-7.029,1,0.293,170.92,4,0.414
846,J Balvin,UN PESO,7hynhxDoDpgMIV12JuVtNa,79,False,2019,0.125,0.627,277107,0.675,0.0,5,0.0784,-7.125,0,0.213,79.31,4,0.961
847,YoungBoy Never Broke Again,Where The Love At,540u3cwMqJ7IJrhQ9ikcON,66,True,2019,0.462,0.534,196958,0.661,0.0,2,0.105,-7.306,0,0.323,129.667,5,0.594
848,Hillsong UNITED,Whole Heart (Hold Me Now) - Live,3XkNkpfHFB0hoS13DdzJup,66,False,2019,0.0142,0.329,449253,0.588,0.0,4,0.107,-8.621,1,0.0322,161.961,3,0.112
849,Luke Combs,Blue Collar Boys,0KtxdSPi1ZbDc3wwD2IGF0,67,False,2019,0.00823,0.529,219920,0.813,0.0,5,0.359,-5.517,1,0.0327,154.068,4,0.79
850,Polo G,Deep Wounds,1EXgignL7eG2MHErBEAD5d,68,True,2019,0.0149,0.661,180293,0.572,0.0,1,0.175,-7.101,1,0.338,159.961,4,0.339
851,Kanye West,Every Hour,1WnqWQcWcuQbVzgE7ecfCY,70,False,2019,0.466,0.588,112239,0.793,0.000647,7,0.913,-6.23,1,0.0794,76.997,5,0.694
852,Lenin Ramírez,Yo Ya No Vuelvo Contigo - En Vivo,1s59X35jDULAyOGmBuTAnd,76,True,2019,0.784,0.644,240457,0.35,0.0,4,0.104,-5.924,0,0.0783,118.206,1,0.541
853,Bastille,Joy,6Tt1P5CLUrl59oSOTVxON0,74,False,2019,0.197,0.555,192681,0.923,0.0,6,0.0778,-4.748,0,0.161,118.007,4,0.363
854,Gucci Mane,She Miss Me (feat. Rich the Kid),1aWWNp65SdhPci3a9HZHT8,69,True,2019,0.046,0.724,156561,0.509,0.000155,4,0.129,-6.213,0,0.141,163.239,4,0.215
855,Katy Perry,Harleys In Hawaii,5nCthAh3jt4xKuLJAifAaR,77,False,2019,0.185,0.722,185815,0.757,6.32e-06,10,0.126,-6.207,0,0.132,140.094,4,0.721
856,James Arthur,Treehouse (feat. Shotty Horroh),6S1IgeHxxOT9qVWnmsdGxe,74,True,2019,0.184,0.691,219933,0.733,0.0,6,0.341,-5.02,1,0.0368,153.976,4,0.797
857,Jeremy Zucker,scared,6r2JV75tE0vNgNCv4HKsBC,72,False,2019,0.933,0.583,207520,0.075,1.4e-06,5,0.111,-15.843,1,0.0726,108.418,4,0.347
858,Trippie Redd,Under Enemy Arms,5tRa5hnltiyqY63rWOfnO2,68,True,2019,0.257,0.751,162528,0.756,0.0,9,0.0582,-5.453,0,0.0375,129.954,4,0.644
859,Zac Brown Band,Someone I Used To Know,2GHJ7SJUd1KunqhFyI7vFf,68,False,2019,0.000927,0.621,209264,0.746,0.00108,6,0.102,-5.69,0,0.03,107.953,4,0.334
860,Pop Smoke,Welcome To The Party,0fIffclhgJC5h8AdMMVvkp,70,True,2019,0.0134,0.637,214960,0.723,7.87e-05,2,0.196,-5.547,1,0.091,143.013,4,0.228
861,A R I Z O N A,Problems,75ylrnob5O80WTKi9ugZ1Z,71,False,2019,0.0329,0.72,171898,0.658,0.0302,2,0.123,-7.414,1,0.0446,98.001,4,0.134
862,Natanael Cano,Soy El Diablo - Remix,7pNAvsuTCFaXzSSUmfBPxz,72,True,2019,0.588,0.681,193621,0.686,0.0,9,0.114,-6.398,0,0.0462,109.191,3,0.961
863,Don Toliver,Can't Feel My Legs,4aaQnpGPG6YQ9pZW2D6xkq,70,False,2019,0.236,0.703,179887,0.654,0.0,11,0.194,-6.175,0,0.0841,140.041,4,0.412
864,Yo Gotti,Put a Date On It (feat. Lil Baby),6PRh0ilIMEP1xlUHqalnkD,67,True,2019,0.0123,0.835,195257,0.659,0.0,4,0.372,-5.696,1,0.31,129.93,4,0.579
865,Kevin Gates,Facts,2jmO5B4lo6DEVLxIZU3deT,66,True,2019,0.0575,0.918,181996,0.669,0.0,11,0.111,-4.957,0,0.411,140.006,4,0.383
866,Noah Kahan,False Confidence,7nDFTHHwfe32a8qdp9XqPy,74,True,2019,0.163,0.414,223400,0.663,0.0,6,0.138,-7.77,1,0.0456,108.98,4,0.33
867,Don Toliver,No Idea - Dj Purpberry Chopped and Screwed,3PEwQ1uaMwg0ehoTeVm7Yq,71,False,2019,0.596,0.682,195573,0.443,0.00539,2,0.266,-10.787,0,0.0554,99.891,4,0.582
868,Hillsong UNITED,Another In The Fire - Live,5PmHmU5AaBy9ld3bdQkD96,65,False,2019,0.000614,0.451,393360,0.688,0.0,0,0.141,-7.843,1,0.0358,135.066,4,0.0827
869,Jana Kramer,Good Enough,5j9PFsp0AceyYNc9lkmC42,67,False,2019,0.0285,0.624,168462,0.52,0.000798,5,0.112,-6.779,1,0.0309,104.032,4,0.344
870,Gryffin,Need Your Love (with Noah Kahan),1vsQb8n0icvMsFnL9663LM,70,False,2019,0.16,0.581,205787,0.76,0.0,0,0.183,-3.962,1,0.0406,104.099,4,0.523
871,Ozuna,Baila Baila Baila,5PXsZaT8cOxb4mXrA20PMQ,78,False,2019,0.0588,0.837,158760,0.626,0.0,11,0.252,-5.674,0,0.152,99.987,4,0.592
872,Mahalia,What You Did (feat. Ella Mai),2B7UWqNqKgPVGQQ6FXn2PP,71,False,2019,0.148,0.734,206947,0.511,0.0,0,0.29,-4.905,0,0.0592,124.995,4,0.727
873,I Prevail,Hurricane,2GFwwTIVLjnOrtP7m9luHC,69,True,2019,0.000372,0.389,223173,0.885,0.000311,6,0.202,-5.063,0,0.0551,164.989,4,0.187
874,Freddie Dredd,Cha Cha,7jiiuFE5JSVXoMKov2V1fI,69,True,2019,0.487,0.708,173897,0.696,0.0718,1,0.128,-6.363,1,0.172,129.96,4,0.743
875,SAINt JHN,Trap,1pChm8ih9LlKhWncBJ6HLr,69,True,2019,0.0862,0.792,184699,0.839,0.0,0,0.194,-2.887,1,0.0429,116.985,4,0.354
876,Future,Last Name (feat. Lil Durk),1wTH87zcNcR4vn1iJLDv0c,69,True,2019,0.17,0.671,209587,0.568,0.0,0,0.139,-6.48,1,0.421,113.296,5,0.336
877,Taylor Swift,False God,5hQSXkFgbxjZo9uCwd11so,71,False,2019,0.736,0.739,200307,0.32,0.000147,11,0.111,-10.862,0,0.239,79.97,4,0.351
878,G-Eazy,I Wanna Rock (feat. Gunna),3xB5uHrhe0uaIxNGf3JwZA,69,True,2019,0.00718,0.772,163390,0.847,0.0,10,0.156,-3.789,0,0.0929,100.013,4,0.704
879,A R I Z O N A,Nostalgic,65SjaqhfKeFhmXprzlzyn4,69,False,2019,0.246,0.691,182668,0.538,0.163,0,0.178,-9.952,1,0.103,99.972,4,0.329
880,Tom Petty,Runnin' Down A Dream,5yAu4njFSdM47dfsTkQPZ2,67,False,2019,0.000596,0.471,261813,0.956,0.62,9,0.624,-6.371,1,0.0403,169.798,4,0.715
881,Future,First Off (feat. Travis Scott),3WRIaWsws011vHMd9uzPjG,69,True,2019,0.013,0.734,228367,0.683,0.0,1,0.28,-6.105,1,0.0776,162.038,4,0.445
882,Lil Durk,Bora Bora,3t6x1j9DqfV83a5EXIwBc3,67,True,2019,0.16,0.678,162206,0.623,0.0,1,0.151,-5.034,1,0.0828,160.018,4,0.103
883,Melanie Martinez,The Principal,7fYNunIzTO7yAHBQtvq8Fc,71,True,2019,0.441,0.664,176844,0.724,0.0,10,0.174,-5.005,1,0.04,98.02,4,0.641
884,Brain Timbre,Open Window Thunder Sounds,6XOdosD9300UayFoY52NJE,69,False,2019,0.00739,0.116,152811,0.824,0.937,5,0.786,-20.194,1,0.0697,71.95,5,0.0358
885,Natanael Cano,El de La Codeina,7K2JfvcKhIMwOndE6QBodf,72,False,2019,0.13,0.763,128893,0.575,0.0,11,0.115,-4.947,0,0.0402,108.06,3,0.885
886,Yella Beezy,Restroom Occupied,163DOU0kwmWqQ0z6OnR5zQ,67,True,2019,0.0132,0.713,216483,0.684,0.0,6,0.138,-5.045,1,0.0557,116.505,4,0.753
887,Kevin Gates,Walls Talking,7mmutL2N2jtIN3qLIMAQO7,66,True,2019,0.0384,0.8,173419,0.695,0.0,1,0.115,-5.516,1,0.248,155.02,4,0.341
888,DaBaby,THERE HE GO,0pegcONe6MuDQRoPCtCBRf,67,True,2019,0.339,0.836,143296,0.747,0.0,1,0.0739,-3.368,0,0.136,84.435,4,0.758
889,Olivia O'Brien,Love Myself,36y5E5cxFbz6xU8UqT7Iv7,69,True,2019,0.602,0.612,213960,0.619,0.0,2,0.0866,-5.702,1,0.0437,99.71,4,0.469
890,Yung Pinch,Nightmares (feat. Lil Skies),0qy1xNhQvnRhEpvKxdXYUR,68,True,2019,0.107,0.579,200213,0.698,0.0,2,0.174,-5.701,1,0.0827,165.071,4,0.302
891,Blueface,Bussdown (feat. Offset),2W5f0B44PC1b5OUdK5VqXw,69,True,2019,0.0957,0.9,182427,0.592,0.0,1,0.0788,-7.221,1,0.482,121.082,4,0.873
892,Cage The Elephant,Social Cues,1KuVdyg8d6NlRhbpHxg5UF,69,False,2019,0.0119,0.668,219053,0.913,6.59e-06,9,0.111,-3.097,1,0.0348,132.039,4,0.933
893,Tory Lanez,Freaky,0NJp8GyCOWnQh71xKSPfuV,71,True,2019,0.00202,0.966,173926,0.563,0.0,8,0.105,-5.764,1,0.0618,104.991,4,0.363
894,Lil Mosey,So Fast,3oFeq8brHTvOe0FPgEBFl2,69,True,2019,0.116,0.737,160227,0.643,3.29e-05,1,0.136,-8.423,1,0.0327,96.001,4,0.67
895,Dayglow,Hot Rod,0zePbRMJ9sd7wsZRlbPQua,68,False,2019,0.0279,0.707,204014,0.767,0.000295,7,0.169,-7.072,1,0.0323,139.985,4,0.832
896,YSN Flow,Want Beef?,0G1HcY6dlx8yjJBMCO9rOc,67,True,2019,0.253,0.867,155482,0.492,0.0,2,0.288,-8.088,1,0.279,120.981,4,0.567
897,Trippie Redd,Til The End of Time,3Z9vHQOOPvRtOnTPyXLkWD,67,True,2019,0.182,0.747,174433,0.596,1.11e-06,7,0.319,-6.904,0,0.0292,120.006,4,0.502
898,YBN Cordae,Bad Idea (feat. Chance the Rapper),5yK37zazHUe3WxEvymZs20,68,True,2019,0.309,0.732,234615,0.464,0.0,7,0.107,-8.591,0,0.301,82.494,4,0.353
899,Offset,Red Room,4TWflhgevIGo448fWc6mQq,69,True,2019,0.479,0.936,241440,0.559,0.0,7,0.128,-8.587,0,0.157,112.347,4,0.527
900,Kanye West,Hands On,7r6aR2f57resC5r93LwMfK,70,False,2019,0.558,0.514,203174,0.393,0.0,1,0.282,-8.72,0,0.529,78.039,4,0.598
901,Quinn XCII,U & Us,6SL7KzIA96f0HiKjuv7tED,68,False,2019,0.087,0.605,226000,0.73,0.00269,4,0.187,-7.871,1,0.0425,130.025,4,0.263
902,Maggie Rogers,Burning,68vxG1i6RSmrsY9mRdqDgG,68,False,2019,0.21,0.735,213173,0.688,3.11e-05,5,0.106,-5.471,1,0.104,110.045,4,0.282
903,DaBaby,Pony,0SsTkfOhM7e87trwjEqBQN,67,True,2019,0.102,0.92,204573,0.622,0.0,9,0.35,-6.388,1,0.246,119.962,4,0.815
904,Young Thug,Surf (feat. Gunna),6igOR5QCn09zAVF2ikZjsV,67,True,2019,0.101,0.93,184093,0.561,0.0,0,0.0992,-8.053,1,0.25,140.987,4,0.596
905,Chris Young,Raised on Country,6voi5xnLs9JKmWG2oLmgDU,66,False,2019,0.395,0.572,175595,0.794,0.0,2,0.23,-3.224,1,0.0455,148.095,4,0.79
906,Only The Family,Career Day (with Lil Durk feat. Polo G),2WrL8vwjup2a1lNsjWeFst,68,True,2019,0.0159,0.837,159138,0.493,0.0,8,0.108,-10.128,1,0.277,85.081,4,0.285
907,YUNGBLUD,parents,68rVGSTnCiFOET9k5Vd8Se,74,True,2019,0.0132,0.618,171880,0.823,0.0,7,0.288,-4.76,1,0.0447,82.004,4,0.58
908,Ari Lennox,Shea Butter Baby (with J. Cole),5BOBHIBuzvQuIYL1E1nDzl,68,True,2019,0.11,0.709,211610,0.49,0.00345,4,0.12,-7.457,0,0.0757,155.069,4,0.0397
909,A Day To Remember,Resentment,57yI1u6t6cFXbjgjQcRHug,69,False,2019,8.63e-05,0.512,227267,0.952,4.16e-05,9,0.0544,-3.285,0,0.167,122.988,4,0.17
910,Camila Cabello,First Man,6TRt2bniIq0EIlrDlje7b8,72,False,2019,0.906,0.572,228759,0.292,1.04e-06,7,0.106,-7.621,1,0.0364,100.152,4,0.223
911,Bethel Music,Raise a Hallelujah (Live),0YxrPdW9NpNFtqh7Fw0rva,69,False,2019,0.0041,0.452,470880,0.866,0.0,1,0.134,-4.431,1,0.04,81.972,4,0.291
912,Shoreline Mafia,Fell In Love,71jvrqjUmejr15oFm8DmUu,67,True,2019,0.198,0.922,164040,0.726,3.74e-05,4,0.0579,-6.268,0,0.255,105.997,4,0.491
913,Jasiah,Shenanigans (feat. Yung Bans),6Js9pKLTyVw7xZQ1MIjkVo,68,True,2019,0.137,0.77,138243,0.892,0.0,6,0.109,-4.724,1,0.22,91.123,4,0.84
914,Manuel Turizo,Te Quemaste,4fj7e6Tc48Bmomwyz2Z2XC,83,False,2019,0.611,0.729,199091,0.773,0.00106,0,0.287,-2.486,1,0.131,176.053,4,0.718
915,KRYPTO9095,Woah (feat. D3Mstreet),5lN7UtvhpwEHzifSjKw3z2,74,True,2019,0.00739,0.888,123373,0.522,0.0,1,0.0452,-8.936,1,0.43,144.011,4,0.623
916,"Tyler, The Creator",IGOR'S THEME,51RN0kzWd7xeR4th5HsEtW,69,False,2019,0.00559,0.467,200693,0.672,0.243,10,0.607,-7.371,0,0.377,163.1,4,0.0648
917,Lana Del Rey,Mariners Apartment Complex,6OG05bPAwUuV3OMvy2Vy1P,73,True,2019,0.788,0.545,247150,0.26,0.00099,9,0.105,-12.668,1,0.0289,75.962,4,0.185
918,Grupo Firme,Cada Vez Te Extraño Más,70w1mwTod6NgCNV6e7ZlIQ,75,False,2019,0.655,0.358,250686,0.465,0.0,10,0.155,-7.384,1,0.0433,87.706,4,0.535
919,NF,Nate,1SDtZ69uALD5zW8k9S8hTf,69,False,2019,0.661,0.481,302120,0.852,0.0,11,0.365,-4.109,0,0.441,84.799,4,0.537
920,Roddy Ricch,Out Tha Mud,7jI9cnrZof9mRNpIsA7QQN,67,True,2019,0.0121,0.83,212052,0.376,8.07e-06,4,0.218,-8.073,0,0.19,129.981,4,0.165
921,The Kid LAROI,Let Her Go,0c6SqvH32BMgbEFvpHc2gs,70,True,2019,0.639,0.763,122113,0.542,0.0,3,0.113,-6.753,0,0.148,142.031,4,0.504
922,Comethazine,SOLVED THE PROBLEM,3P9P3Lq1IGsyhmNrnank0v,67,True,2019,0.00278,0.935,117073,0.699,1.52e-05,10,0.101,-10.394,0,0.25,98.44,4,0.683
923,Future,100 Shooters (feat. Meek Mill),2j7mcsEz4n5XxMMqqjjB6p,68,True,2019,0.0104,0.645,209120,0.675,0.0,1,0.273,-5.282,0,0.202,120.672,5,0.171
924,KAROL G,Ocean,6qoIFQfdmaQF9A1gb67tR7,78,False,2019,0.933,0.727,155947,0.482,0.0,11,0.388,-6.193,1,0.115,74.93,4,0.487
925,Wallows,Scrawny,1pNUmVxDiE8t6P1XxcZAv8,68,True,2019,0.000985,0.639,166520,0.816,0.0604,6,0.141,-5.28,0,0.0485,138.008,4,0.802
926,R3HAB,All Around The World (La La La),1D2Aldrksl9yWWCIPOeDzy,67,False,2019,0.479,0.733,147840,0.859,0.0645,9,0.105,-5.03,0,0.033,124.948,4,0.52
927,Kaskade,With You,1xK7enJZVdv37fnnxoZlPq,71,False,2019,0.123,0.362,180840,0.921,0.0,1,0.19,-3.815,0,0.486,172.191,3,0.529
928,88-Keys,That's Life (feat. Mac Miller & Sia),5h0Jgt873QtgL6nJRBGfT6,69,True,2019,0.24,0.525,202391,0.774,1.07e-06,9,0.495,-4.532,1,0.241,154.192,4,0.526
929,Saweetie,My Type (feat. City Girls & Jhené Aiko) - Remix,5LTdRSQOg63EazLbKZbWn2,68,True,2019,0.00782,0.925,172314,0.904,0.0,2,0.109,-3.362,1,0.201,105.02,4,0.758
930,James TW,When You Love Someone,0TXNKTzawI6VgLoA9UauRp,76,False,2019,0.263,0.681,216560,0.453,0.0,7,0.0543,-6.09,1,0.0278,125.772,4,0.348
931,Conan Gray,Checkmate,4GjWnMNMN2EO76juYs9iWK,69,False,2019,0.0611,0.522,148293,0.716,7.54e-06,1,0.145,-4.146,1,0.279,149.929,4,0.757
932,Eladio Carrion,Mi Error - Remix,0lbhKycRyqkOMKZ6thzfU4,80,False,2019,0.0985,0.663,315862,0.841,0.0,7,0.45,-3.42,1,0.104,174.021,4,0.432
933,Rex Orange County,Face To Face,0YdIIMb2MHuxoUudkAY9gS,70,False,2019,0.592,0.748,219800,0.441,0.0,10,0.176,-7.653,0,0.0622,124.107,4,0.44
934,Shordie Shordie,Both Sides (feat. Shoreline Mafia),2EEbsvGETiRXbma3hCsAQf,66,True,2019,0.0716,0.765,167273,0.82,0.0,1,0.0864,-5.856,0,0.214,99.049,4,0.702
935,Freddie Dredd,Weather,4fvneyc3bVlvzUuvKU6MpM,68,True,2019,0.0229,0.752,111282,0.87,2.28e-06,1,0.0996,-4.267,0,0.182,160.128,4,0.761
936,Camila Cabello,Should've Said It,0sHc1EEeOnmgjP6QmsR7px,73,False,2019,0.0281,0.666,200626,0.549,0.000181,5,0.136,-5.781,0,0.0269,98.014,4,0.596
937,Future,Crushed Up,7wcyO1rrH3Ru4t659IjG41,69,True,2019,0.0415,0.781,149949,0.597,0.0,10,0.152,-6.794,0,0.23,158.043,4,0.544
938,Bebe Rexha,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",1i3z3GR1JtLswOSJNO0BQw,77,False,2019,0.706,0.394,158258,0.718,0.0,7,0.116,-6.336,1,0.0607,151.912,4,0.247
939,Jake Owen,Made For You,7vF3xkCMvZjAe2nTWY0uQZ,67,False,2019,0.77,0.581,238400,0.441,2.75e-05,1,0.111,-6.829,1,0.0268,82.125,4,0.337
940,BTS,Dionysus,6JdS5rJvJaRA7B1tcm7kxZ,75,False,2019,0.04,0.502,249215,0.91,0.0,7,0.319,-2.769,1,0.107,176.084,4,0.588
941,Nicky Jam,X,5YUyW9opqNsMSEzzecZih1,78,False,2019,0.0338,0.594,172854,0.749,0.00106,9,0.3,-5.298,0,0.056,179.968,4,0.694
942,DaBaby,Taking It Out,6B4KWBeFdHrpVezjTqggWr,67,True,2019,0.00366,0.802,118360,0.738,0.0,0,0.223,-5.287,0,0.167,151.07,4,0.484
943,Yo Gotti,Pose (feat. Lil Uzi Vert),6e9biVAugkOfydEN8OiJpi,67,True,2019,0.00818,0.944,170156,0.613,0.0,10,0.0893,-5.999,0,0.291,120.102,4,0.328
944,Cody Johnson,Nothin' on You,5ggoxc2dhlFjListerctlA,65,False,2019,0.566,0.358,260467,0.358,0.000232,6,0.104,-7.18,1,0.0307,134.629,3,0.158
945,Blake Rose,Lost,2Pph0CUJ8uksCBzV6iyuQF,69,False,2019,0.216,0.595,234623,0.687,0.0,4,0.107,-6.536,1,0.0486,94.73,4,0.508
946,Lil Skies,Name in the Sand,11p2ty4w5GpoFL4vcK0Cru,67,True,2019,0.0949,0.646,168751,0.656,0.0,11,0.103,-6.798,0,0.0743,160.065,4,0.501
947,Jacquees,Your Peace (feat. Lil Baby),6uNuT1YKpKjgZOOKiY4Nmf,69,True,2019,0.0105,0.51,183933,0.624,0.0,6,0.102,-5.977,0,0.16,196.059,4,0.575
948,Ozuna,Amor Genuino,3xEozpt8pAptvpH69iJhOw,72,False,2019,0.786,0.434,178160,0.314,0.0,10,0.163,-7.78,0,0.0577,175.077,4,0.347
949,Charlie Puth,I Warned Myself,3707IBa4HnS3zDDoWfeUBl,74,False,2019,0.562,0.488,159783,0.311,0.000548,10,0.161,-11.467,0,0.297,184.112,4,0.579
950,Ariana Grande,MONOPOLY (with Victoria Monét),6tsOcBnaKgzK22yEiqRh8P,72,True,2019,0.704,0.892,158587,0.507,3.14e-05,0,0.109,-8.282,1,0.378,143.96,4,0.695
951,Stevie Wonder,What Christmas Means To Me,1V0qqWBbIWt8hlAjxTZedR,66,False,2019,0.0981,0.521,148147,0.699,0.0,0,0.1,-6.961,1,0.0338,83.529,4,0.802
952,Highly Suspect,16,7jHJ2MzIKO1kIMxGamKRKn,68,True,2019,0.00124,0.534,278656,0.621,1.39e-05,2,0.0596,-5.205,1,0.0449,91.845,4,0.186
953,XXXTENTACION,Triumph,3arQDLbkZnujJVfhoyEDlM,70,True,2019,0.718,0.446,166033,0.407,0.0,5,0.0732,-3.056,1,0.031,81.039,4,0.141
954,YoungBoy Never Broke Again,Seeming Like It,0eGvris9sYZMOsTMHT20Td,65,True,2019,0.158,0.731,184843,0.439,0.0,8,0.375,-5.479,1,0.435,79.824,4,0.649
955,SiR,Hair Down (feat. Kendrick Lamar),6sq5mqtS3jwJjvBHALknJH,69,True,2019,0.208,0.804,217006,0.509,0.00011,8,0.314,-10.833,0,0.132,120.074,4,0.472
956,Melanie Martinez,High School Sweethearts,7FwWRSAlhfyhbvybdfDUCe,70,True,2019,0.453,0.648,311082,0.639,0.0,10,0.283,-6.415,0,0.123,94.033,4,0.44
957,Louis Tomlinson,Don't Let It Break Your Heart - Single Edit,00Z0GIRi0l7WqQnQJCo5S2,75,False,2019,0.0226,0.362,196160,0.708,0.0,10,0.0873,-4.046,1,0.0672,166.31,4,0.513
958,Aventura,Inmortal,2swZ0X1njeU32SNJeBKIfW,73,False,2019,0.178,0.77,256440,0.775,0.0,8,0.0651,-4.65,0,0.0349,124.015,4,0.848
959,Juice WRLD,Rider,3usM520kfIRpWNaYOwdnYI,67,True,2019,0.214,0.583,192094,0.815,0.0,7,0.413,-4.257,1,0.0365,140.031,4,0.451
960,FINNEAS,I Lost a Friend,49MMefftWPcltNP4OOJGSs,71,False,2019,0.587,0.453,237020,0.209,0.0,11,0.119,-11.917,1,0.223,169.316,4,0.216
961,Fuerza Regida,El Dinero Los Cambio,4kgZoTVXtWLcDgs0M5Coiz,70,False,2019,0.44,0.749,184501,0.73,3.84e-06,6,0.0968,-3.096,0,0.0346,115.438,1,0.958
